priority_group,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_datum_cd,huc_cd,huc8_name,parameter_count,parameter_codes,parameter_names,site_web_url
3_multi_parameter,452727122474801,FANNO CREEK AT GREENWAY PARK NEAR TUCKERWOOD CRT,ST,45.4576722,-122.7966556,NAD83,17090010,Tualatin,5,"00010,00095,00300,00400,63680","water_temperature,specific_conductance,dissolved_oxygen,ph,turbidity",https://waterdata.usgs.gov/monitoring-location/452727122474801/
3_multi_parameter,452738122474100,"FANNO CREEK AT GREENWAY PARK, AT SW HALL BLVD",ST,45.4606083,-122.7947806,NAD83,17090010,Tualatin,5,"00010,00095,00300,00400,63680","water_temperature,specific_conductance,dissolved_oxygen,ph,turbidity",https://waterdata.usgs.gov/monitoring-location/452738122474100/
3_multi_parameter,452718122474700,"FANNO CREEK AT GREENWAY PARK, NEAR SW PEARSON CT",ST,45.4551222,-122.7963056,NAD83,17090010,Tualatin,5,"00010,00095,00300,00400,63680","water_temperature,specific_conductance,dissolved_oxygen,ph,turbidity",https://waterdata.usgs.gov/monitoring-location/452718122474700/
3_multi_parameter,453040123065201,"GALES CREEK AT OLD HWY 47, FOREST GROVE, OR",ST,45.510878,-123.115666,NAD27,17090010,Tualatin,5,"00010,00095,00300,00400,63680","water_temperature,specific_conductance,dissolved_oxygen,ph,turbidity",https://waterdata.usgs.gov/monitoring-location/453040123065201/
3_multi_parameter,14185900,"QUARTZVILLE CREEK NEAR CASCADIA, OR",ST,44.54012357,-122.4359155,NAD27,17090006,South Santiam,5,"00010,00060,00065,00300,63680","water_temperature,discharge,gage_height,dissolved_oxygen,turbidity",https://waterdata.usgs.gov/monitoring-location/14185900/
3_multi_parameter,453030122560101,"ROCK CREEK AT BROOKWOOD AVENUE, HILLSBORO, OR",ST,45.5081944,-122.9335,NAD83,17090010,Tualatin,5,"00010,00095,00300,00400,63680","water_temperature,specific_conductance,dissolved_oxygen,ph,turbidity",https://waterdata.usgs.gov/monitoring-location/453030122560101/
3_multi_parameter,452731123092100,"SCOGGINS CREEK NEAR SW OLD HWY 47, NEAR GASTON, OR",ST,45.4586111,-123.1559167,NAD83,17090010,Tualatin,5,"00010,00095,00300,00400,63680","water_temperature,specific_conductance,dissolved_oxygen,ph,turbidity",https://waterdata.usgs.gov/monitoring-location/452731123092100/
3_multi_parameter,452737122231400,"BADGER CREEK AT RUGG ROAD NEAR GRESHAM, OR",ST,45.46022222,-122.38788889,NAD83,170900120101,Lower Willamette,4,"00010,00060,00065,63680","water_temperature,discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/452737122231400/
3_multi_parameter,14180300,"BLOWOUT CREEK NEAR DETROIT, OR",ST,44.65289999,-122.130908,NAD27,17090005,North Santiam,4,"00010,00060,00065,63680","water_temperature,discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/14180300/
3_multi_parameter,14179000,"BREITENBUSH R ABV FRENCH CR NR DETROIT, OR.",ST,44.75262179,-122.1289648,NAD27,17090005,North Santiam,4,"00010,00060,00065,63680","water_temperature,discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/14179000/
3_multi_parameter,14164700,"CEDAR CREEK AT SPRINGFIELD, OR",ST,44.059348,-122.9196644,NAD27,17090004,McKenzie,4,"00010,00060,00065,00095","water_temperature,discharge,gage_height,specific_conductance",https://waterdata.usgs.gov/monitoring-location/14164700/
3_multi_parameter,14211550,"JOHNSON CREEK AT MILWAUKIE, OR",ST,45.452897,-122.6431496,NAD27,17090012,Lower Willamette,4,"00010,00060,00065,63680","water_temperature,discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/14211550/
3_multi_parameter,14211400,"JOHNSON CREEK AT REGNER ROAD, AT GRESHAM, OR",ST,45.4863333,-122.4218333,NAD83,17090012,Lower Willamette,4,"00010,00060,00065,63680","water_temperature,discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/14211400/
3_multi_parameter,14211499,"KELLEY CREEK AT SE 159TH DRIVE AT PORTLAND, OR",ST,45.4767869,-122.4984239,NAD27,17090012,Lower Willamette,4,"00010,00060,00065,63680","water_temperature,discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/14211499/
3_multi_parameter,14158790,"SMITH RIVER ABV SMITH R RESV,NR BELKNAP SPRNGS,OR",ST,44.3345666,-122.0470074,NAD27,17090004,McKenzie,4,"00010,00060,00065,00095","water_temperature,discharge,gage_height,specific_conductance",https://waterdata.usgs.gov/monitoring-location/14158790/
3_multi_parameter,14158798,SMITH RIVER ABV TRAIL BRDG RESV NR BELKNAP SPRINGS,ST,44.28988889,-122.0485833,NAD83,17090004,McKenzie,4,"00010,00060,00065,00095","water_temperature,discharge,gage_height,specific_conductance",https://waterdata.usgs.gov/monitoring-location/14158798/
3_multi_parameter,452755122234100,"SUNSHINE CREEK AT MOUTH NEAR GRESHAM, OR",ST,45.4650752,-122.3958978,NAD27,17090012,Lower Willamette,4,"00010,00060,00065,63680","water_temperature,discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/452755122234100/
3_multi_parameter,445053123105400,WILLAMETTE R ALCOVE ON LB AT RM 95.9,ST,44.84811389,-123.1817806,NAD83,17090007,Middle Willamette,4,"00010,00095,00300,00400","water_temperature,specific_conductance,dissolved_oxygen,ph",https://waterdata.usgs.gov/monitoring-location/445053123105400/
3_multi_parameter,441355123094600,WILLAMETTE R ALCOVE ON LB NEAR RM 164.1,ST,44.2319,-123.1628083,NAD83,17090003,Upper Willamette,4,"00010,00095,00300,00400","water_temperature,specific_conductance,dissolved_oxygen,ph",https://waterdata.usgs.gov/monitoring-location/441355123094600/
3_multi_parameter,444945123095600,WILLAMETTE R ON RB AT RM 97.7,ST,44.8292972,-123.1656444,NAD83,17090007,Middle Willamette,4,"00010,00095,00300,00400","water_temperature,specific_conductance,dissolved_oxygen,ph",https://waterdata.usgs.gov/monitoring-location/444945123095600/
3_multi_parameter,14150800,"WINBERRY CREEK NEAR LOWELL,OR",ST,43.9142924,-122.6886762,NAD27,17090001,Coast Fork Willamette,4,"00010,00060,00065,63680","water_temperature,discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/14150800/
4_clackamas,14210750,"CLEAR CREEK AT CARVER, OR",ST,45.389806,-122.493833,NAD83,170900110606,Clackamas,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14210750/
4_clackamas,14208300,"COLLAWASH R NR BREITENBUSH, OR",ST,44.987944,-122.065972,NAD83,170900110107,Clackamas,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14208300/
4_clackamas,14209000,"OAK GROVE FORK ABOVE POWERPLANT INTAKE, OR.",ST,45.0712319,-121.9406345,NAD27,17090011,Clackamas,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14209000/
4_clackamas,14209250,"OAK GROVE FORK AT RIPPLEBROOK CAMPGROUND, OR",ST,45.07981389,-122.0428583,NAD83,17090011,Clackamas,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14209250/
4_clackamas,14208700,"OAK GROVE FORK NEAR GOVERNMENT CAMP, OR",ST,45.11373009,-121.8150775,NAD27,17090011,Clackamas,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14208700/
4_coast_fork_willamette,14150290,"FALL CREEK ABOVE NORTH FORK, NEAR LOWELL, OR",ST,43.9672222,-122.6297222,NAD83,17090001,Coast Fork Willamette,3,"00010,00065,63680","water_temperature,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/14150290/
4_coast_fork_willamette,14150250,"FALL CREEK ABOVE TILLER CREEK, NEAR LOWELL, OR",ST,43.98478056,-122.4336,NAD83,17090001,Coast Fork Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14150250/
4_coast_fork_willamette,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,ST,43.91378056,-122.7556472,NAD83,17090001,Coast Fork Willamette,3,"00010,00300,63680","water_temperature,dissolved_oxygen,turbidity",https://waterdata.usgs.gov/monitoring-location/14149011/
4_coast_fork_willamette,14147500,"N FK OF M FK WILLAMETTE R NR OAKRIDGE, OR",ST,43.7567902,-122.5053292,NAD27,17090001,Coast Fork Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14147500/
4_coast_fork_willamette,14147200,"NF OF MF WILLAMETTE R AB PARKER CR NR OAKRIDGE, OR",ST,43.88468889,-122.2451306,NAD83,17090001,Coast Fork Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14147200/
4_coast_fork_willamette,14144900,"HILLS CR AB HILLS CR RES, NR OAKRIDGE, OR",ST,43.6804006,-122.3705999,NAD27,17090001,Coast Fork Willamette,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14144900/
4_coast_fork_willamette,14144790,"MF WILLAMETTE R ABV SNAKE CREEK, NR OAKRIDGE, OR",ST,43.53996944,-122.4478389,NAD83,17090001,Coast Fork Willamette,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14144790/
4_lower_willamette,14211542,"CRYSTAL SPRINGS CREEK AT BYBEE ST, PORTLAND, OR",ST,45.47402778,-122.6417222,NAD83,17090012,Lower Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14211542/
4_lower_willamette,14211500,"JOHNSON CREEK AT SYCAMORE, OR",ST,45.47745556,-122.5080194,NAD83,17090012,Lower Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14211500/
4_lower_willamette,452736122294900,"MITCHELL CREEK AT SE 162nd AVE, AT PORTLAND, OR",ST,45.46,-122.4969444,NAD83,17090012,Lower Willamette,3,"00060,00065,63680","discharge,gage_height,turbidity",https://waterdata.usgs.gov/monitoring-location/452736122294900/
4_lower_willamette,452807122215001,"N FK JOHNSON CR NR SE ORIENT DR, NR GRESHAM, OR",ST,45.46866667,-122.3639722,NAD83,17090012,Lower Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/452807122215001/
4_lower_willamette,14211820,"COLUMBIA SLOUGH AT PORTLAND, OR",ST-TS,45.63900515,-122.763155,NAD27,17090012,Lower Willamette,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14211820/
4_lower_willamette,14211814,"FAIRVIEW CREEK AT GLISAN ST NEAR GRESHAM, OR",ST,45.52761968,-122.4487024,NAD27,17090012,Lower Willamette,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14211814/
4_lower_willamette,452737122194200,"JOHNSON CREEK AT SE BLUFF RD, AT PLEASANT HOME, OR",ST,45.46033333,-122.32822222,NAD83,170900120101,Lower Willamette,2,"00010,63680","water_temperature,turbidity",https://waterdata.usgs.gov/monitoring-location/452737122194200/
4_lower_willamette,452753122233100,"JOHNSON CREEK AT TELFORD ROAD NEAR GRESHAM, OR",ST,45.46451967,-122.39312,NAD27,17090012,Lower Willamette,2,"00010,63680","water_temperature,turbidity",https://waterdata.usgs.gov/monitoring-location/452753122233100/
4_lower_willamette,14211315,"TRYON CREEK NEAR LAKE OSWEGO, OR",ST,45.43067476,-122.6737057,NAD27,17090012,Lower Willamette,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14211315/
4_mckenzie,14161100,"BLUE RIVER BELOW TIDBITS CREEK, NR BLUE RIVER, OR",ST,44.2179043,-122.2650676,NAD27,17090004,McKenzie,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14161100/
4_mckenzie,441344122095400,"LOOKOUT CREEK ABOVE MACK CREEK, NR BLUE RIVER, OR",ST,44.2288333,-122.165111,NAD83,17090004,McKenzie,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/441344122095400/
4_mckenzie,14161500,"LOOKOUT CREEK NEAR BLUE RIVER, OR",ST,44.2095708,-122.256733,NAD27,17090004,McKenzie,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14161500/
4_mckenzie,441400122123000,"MCRAE CREEK NEAR BLUE RIVER, OR",ST,44.2333611,-122.2083333,NAD83,17090004,McKenzie,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/441400122123000/
4_mckenzie,14165000,"MOHAWK RIVER NEAR SPRINGFIELD, OR",ST,44.09290317,-122.9573052,NAD27,17090004,McKenzie,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14165000/
4_mckenzie,441504122105500,"UNNAMED TRIB TO MCRAE CREEK NEAR BLUE RIVER, OR",ST,44.2512222,-122.1818333,NAD83,17090004,McKenzie,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/441504122105500/
4_mckenzie,14158977,"LOST CREEK ABV YALE LANE NR BELKNAP SPRINGS, OR",ST,44.1782222,-122.056,NAD83,17090004,McKenzie,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14158977/
4_middle_fork_willamette,14152500,"COAST FORK WILLAMETTE AT LONDON, OR",ST,43.64151015,-123.0859089,NAD27,17090002,Middle Fork Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14152500/
4_middle_fork_willamette,14153500,"COAST FORK WILLAMETTE R BLW COTTAGE GROVE DAM, OR",ST,43.72067785,-123.0497994,NAD27,17090002,Middle Fork Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14153500/
4_middle_fork_willamette,14154500,"ROW RIVER ABOVE PITCHER CREEK, NEAR DORENA, OR",ST,43.73527778,-122.8744444,NAD83,17090002,Middle Fork Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14154500/
4_middle_fork_willamette,14155500,"ROW RIVER NEAR COTTAGE GROVE, OR",ST,43.7929012,-122.9914655,NAD27,17090002,Middle Fork Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14155500/
4_middle_willamette,450332123040800,WILLAMETTE R ALCOVE ON LB AT RM 74.6,ST,45.0588111,-123.0687639,NAD83,17090007,Middle Willamette,3,"00010,00095,00300","water_temperature,specific_conductance,dissolved_oxygen",https://waterdata.usgs.gov/monitoring-location/450332123040800/
4_middle_willamette,444927123064100,WILLAMETTE R ALCOVE ON RB AT RM 101,ST,44.82421389,-123.1113778,NAD83,17090007,Middle Willamette,3,"00010,00095,00400","water_temperature,specific_conductance,ph",https://waterdata.usgs.gov/monitoring-location/444927123064100/
4_middle_willamette,450557123011100,WILLAMETTE R ALCOVE ON RB AT RM 70.2,ST,45.0992944,-123.0197889,NAD83,17090007,Middle Willamette,3,"00010,00095,00400","water_temperature,specific_conductance,ph",https://waterdata.usgs.gov/monitoring-location/450557123011100/
4_middle_willamette,444938123094900,WILLAMETTE R ALCOVE ON LB AT RM 97.7,ST,44.82726389,-123.1636889,NAD83,17090007,Middle Willamette,2,"00010,00300","water_temperature,dissolved_oxygen",https://waterdata.usgs.gov/monitoring-location/444938123094900/
4_molalla-pudding,14201500,"BUTTE CREEK AT MONITOR, OR",ST,45.1015099,-122.7462019,NAD27,17090009,Molalla-Pudding,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14201500/
4_molalla-pudding,14199704,"NATE CREEK TRIBUTARY NEAR COLTON, OR",ST,45.2054444,-122.412111,NAD83,17090009,Molalla-Pudding,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14199704/
4_molalla-pudding,14200700,"ABIQUA CREEK AT SILVERTON, OR",ST,45.03145,-122.7908306,NAD83,17090009,Molalla-Pudding,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14200700/
4_molalla-pudding,14198400,"BULL CREEK NEAR WILHOIT, OR",ST,44.9609,-122.385,NAD83,17090009,Molalla-Pudding,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14198400/
4_molalla-pudding,14200100,"DRIFT CREEK NEAR SILVERTON, OR",ST,44.97680556,-122.830111,NAD83,17090009,Molalla-Pudding,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14200100/
4_molalla-pudding,14200300,"SILVER CREEK AT SILVERTON, OR",ST,45.00923999,-122.7886775,NAD27,17090009,Molalla-Pudding,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14200300/
4_molalla-pudding,14201300,"ZOLLNER CREEK NEAR MT ANGEL, OR",ST,45.10035029,-122.82173589,NAD27,170900090204,Molalla-Pudding,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14201300/
4_north_santiam,14178610,"BREITENBUSH RIVER BLW BREITENBUSH HOT SPRINGS, OR",ST,44.7779444,-121.9968889,NAD83,17090005,North Santiam,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14178610/
4_north_santiam,14178470,DEVILS CR ABV CASCADE CR NR BREITENBUSH HOT SPG OR,ST,44.7444722,-121.9347778,NAD83,17090005,North Santiam,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14178470/
4_north_santiam,14178500,"DEVILS CREEK NEAR BREITENBUSH HOT SPRINGS, OR",ST,44.7775,-121.9696944,NAD83,17090005,North Santiam,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14178500/
4_north_santiam,14178620,"HILL CREEK NEAR BREITENBUSH HOT SPRINGS, OR",ST,44.75805556,-121.9818333,NAD83,17090005,North Santiam,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14178620/
4_north_santiam,14178490,"MILL CREEK NEAR BREITENBUSH HOT SPRINGS, OR",ST,44.75891667,-121.9689444,NAD83,17090005,North Santiam,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14178490/
4_north_santiam,14178440,"ROARING CREEK NEAR BREITENBUSH HOT SPRINGS, OR",ST,44.76630556,-121.927611,NAD83,17090005,North Santiam,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14178440/
4_north_santiam,14181350,"SARDINE CREEK NEAR NIAGRA, OR",ST,44.7475,-122.2741944,NAD83,17090005,North Santiam,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14181350/
4_north_santiam,14178480,"SKUNK CREEK NEAR BREITENBUSH HOT SPRINGS, OR",ST,44.7526111,-121.9609722,NAD83,17090005,North Santiam,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14178480/
4_north_santiam,14178625,"UNNAMED CREEK NEAR BREITENBUSH HOT SPRINGS, OR",ST,44.76038889,-121.9865,NAD83,17090005,North Santiam,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14178625/
4_south_santiam,14188750,"CRABTREE CREEK NEAR SCIO, OR",ST,44.673139,-122.91925,NAD83,170900060604,South Santiam,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14188750/
4_south_santiam,14185865,"QUARTZVILLE CREEK BLW GALENA CREEK NR CASCADIA, OR",ST,44.58105556,-122.335,NAD83,17090006,South Santiam,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14185865/
4_south_santiam,14188610,"SCHAFER CREEK NEAR LACOMB, OR",ST,44.61956728,-122.4659162,NAD27,17090006,South Santiam,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14188610/
4_south_santiam,14188800,"THOMAS CREEK NEAR SCIO, OR",ST,44.71206687,-122.7700878,NAD27,17090006,South Santiam,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14188800/
4_south_santiam,14187000,"WILEY CREEK NEAR FOSTER, OR",ST,44.37234769,-122.6231384,NAD27,17090006,South Santiam,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14187000/
4_tualatin,14205400,"EAST FORK DAIRY CREEK NEAR MEACHAM CORNER, OR",ST,45.68233568,-123.069553,NAD27,17090010,Tualatin,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14205400/
4_tualatin,14205350,"EF DAIRY CR ABV MURTAUGH CR NR MEACHAM CORNER, OR",ST,45.69385556,-123.0700194,NAD83,17090010,Tualatin,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14205350/
